name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Youth in Revolt,R,Comedy,2009,"January 8, 2010 (United States)",6.4,73000.0,Miguel Arteta,Gustin Nash,Michael Cera,United States,18000000.0,19651093.0,Dimension Films,90.0
Observe and Report,R,Comedy,2009,"April 10, 2009 (United States)",5.8,61000.0,Jody Hill,Jody Hill,Seth Rogen,United States,18000000.0,26973554.0,De Line Pictures,86.0
Duplicity,PG-13,Comedy,2009,"March 20, 2009 (United States)",6.2,49000.0,Tony Gilroy,Tony Gilroy,Julia Roberts,United States,60000000.0,78176181.0,Universal Pictures,125.0
The Answer Man,R,Comedy,2009,"December 30, 2009 (France)",6.4,6500.0,John Hindman,John Hindman,Jeff Daniels,United States,,26676.0,120dB Films,95.0
Madea Goes to Jail,PG-13,Comedy,2009,"February 20, 2009 (United States)",4.5,12000.0,Tyler Perry,Tyler Perry,Tyler Perry,United States,,90508336.0,The Tyler Perry Company,103.0
City Island,PG-13,Comedy,2009,"April 30, 2010 (United States)",7.4,31000.0,Raymond De Felitta,Raymond De Felitta,Andy Garcia,United States,6000000.0,7878856.0,CineSon Entertainment,104.0
Dead Snow,Not Rated,Comedy,2009,"January 9, 2009 (Norway)",6.3,65000.0,Tommy Wirkola,Tommy Wirkola,Jeppe Beck Laursen,Norway,800000.0,2166797.0,Euforia Film,91.0
World's Greatest Dad,R,Comedy,2009,"September 24, 2010 (Ireland)",6.9,38000.0,Bobcat Goldthwait,Bobcat Goldthwait,Robin Williams,United States,,221805.0,Magnolia Pictures,99.0
Paper Man,R,Comedy,2009,"May 1, 2014 (South Korea)",6.6,19000.0,Kieran Mulroney,Michele Mulroney,Jeff Daniels,United States,,13514.0,Artfire Films,110.0
"The Goods: Live Hard, Sell Hard",R,Comedy,2009,"August 14, 2009 (United States)",5.8,21000.0,Neal Brennan,Andy Stock,Jeremy Piven,United States,10000000.0,15300885.0,Paramount Vantage,89.0
Miss March,R,Comedy,2009,"March 13, 2009 (United States)",5.0,21000.0,Zach Cregger,Zach Cregger,Zach Cregger,United States,6000000.0,4591629.0,Fox Atomic,90.0
Ch̩ri,R,Comedy,2009,"July 17, 2009 (United States)",6.2,11000.0,Stephen Frears,Christopher Hampton,Michelle Pfeiffer,United Kingdom,23000000.0,9368242.0,Bill Kenwright Films,86.0
Grown Ups,PG-13,Comedy,2010,"June 25, 2010 (United States)",5.9,233000.0,Dennis Dugan,Adam Sandler,Adam Sandler,United States,80000000.0,271457301.0,Columbia Pictures,102.0
She's Out of My League,R,Comedy,2010,"March 12, 2010 (United States)",6.4,130000.0,Jim Field Smith,Sean Anders,Jay Baruchel,United States,20000000.0,49779728.0,Dreamworks Pictures,104.0
Flipped,PG,Comedy,2010,"September 10, 2010 (United States)",7.7,85000.0,Rob Reiner,Rob Reiner,Madeline Carroll,United States,14000000.0,4324817.0,Castle Rock Entertainment,90.0
Sex and the City 2,R,Comedy,2010,"May 27, 2010 (United States)",4.5,76000.0,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,United States,100000000.0,290745055.0,New Line Cinema,146.0
Love & Other Drugs,R,Comedy,2010,"November 24, 2010 (United States)",6.7,186000.0,Edward Zwick,Charles Randolph,Jake Gyllenhaal,United States,30000000.0,102820008.0,Fox 2000 Pictures,112.0
Piranha 3D,R,Comedy,2010,"August 20, 2010 (United States)",5.4,87000.0,Alexandre Aja,Pete Goldfinger,Elisabeth Shue,United States,24000000.0,83188165.0,Dimension Films,88.0
Life as We Know It,PG-13,Comedy,2010,"October 8, 2010 (United States)",6.5,126000.0,Greg Berlanti,Ian Deitchman,Katherine Heigl,United States,38000000.0,105734416.0,Josephson Entertainment,114.0
Easy A,PG-13,Comedy,2010,"September 17, 2010 (United States)",7.0,368000.0,Will Gluck,Bert V. Royal,Emma Stone,United States,8000000.0,75026327.0,Screen Gems,92.0
Hot Tub Time Machine,R,Comedy,2010,"March 26, 2010 (United States)",6.4,165000.0,Steve Pink,Josh Heald,John Cusack,United States,36000000.0,64780213.0,Metro-Goldwyn-Mayer (MGM),101.0
Morning Glory,PG-13,Comedy,2010,"November 10, 2010 (United States)",6.5,76000.0,Roger Michell,Aline Brosh McKenna,Rachel McAdams,United States,40000000.0,60040976.0,Bad Robot,107.0
Boy,Not Rated,Comedy,2010,"March 25, 2010 (New Zealand)",7.5,23000.0,Taika Waititi,Taika Waititi,James Rolleston,New Zealand,,43551154.0,Whenua Films,87.0
Tucker and Dale vs Evil,R,Comedy,2010,"December 9, 2010 (Kazakhstan)",7.5,169000.0,Eli Craig,Eli Craig,Tyler Labine,Canada,,5224938.0,Reliance Big Pictures,89.0
Due Date,R,Comedy,2010,"November 5, 2010 (United States)",6.5,329000.0,Todd Phillips,Alan R. Cohen,Robert Downey Jr.,United States,65000000.0,211780824.0,Warner Bros.,95.0
It's Kind of a Funny Story,PG-13,Comedy,2010,"October 8, 2010 (United States)",7.1,139000.0,Anna Boden,Anna Boden,Keir Gilchrist,United States,8000000.0,6491240.0,Focus Features,101.0
The Kids Are All Right,R,Comedy,2010,"July 30, 2010 (United States)",7.0,127000.0,Lisa Cholodenko,Lisa Cholodenko,Annette Bening,United States,4000000.0,34758951.0,Focus Features,106.0
Date Night,PG-13,Comedy,2010,"April 9, 2010 (United States)",6.3,155000.0,Shawn Levy,Josh Klausner,Steve Carell,United States,55000000.0,152263880.0,Twentieth Century Fox,88.0
Leap Year,PG,Comedy,2010,"January 8, 2010 (United States)",6.5,99000.0,Anand Tucker,Deborah Kaplan,Amy Adams,United States,19000000.0,32686500.0,Universal Pictures,100.0
Four Lions,R,Comedy,2010,"May 7, 2010 (United Kingdom)",7.3,74000.0,Christopher Morris,Christopher Morris,Will Adamsdale,United Kingdom,,6149356.0,Film4,97.0
Little Fockers,PG-13,Comedy,2010,"December 22, 2010 (United States)",5.5,108000.0,Paul Weitz,John Hamburg,Ben Stiller,United States,100000000.0,310650585.0,Universal Pictures,98.0
Ramona and Beezus,G,Comedy,2010,"July 23, 2010 (United States)",6.5,18000.0,Elizabeth Allen Rosenbaum,Laurie Craig,Joey King,United States,15000000.0,27293743.0,Fox 2000 Pictures,103.0
Valentine's Day,PG-13,Comedy,2010,"February 12, 2010 (United States)",5.7,116000.0,Garry Marshall,Katherine Fugate,Julia Roberts,United States,52000000.0,216485654.0,New Line Cinema,125.0
Get Him to the Greek,R,Comedy,2010,"June 4, 2010 (United States)",6.3,172000.0,Nicholas Stoller,Nicholas Stoller,Jonah Hill,United States,40000000.0,91720255.0,Universal Pictures,109.0
Dinner for Schmucks,PG-13,Comedy,2010,"July 30, 2010 (United States)",5.9,103000.0,Jay Roach,David Guion,Steve Carell,United States,69000000.0,86855739.0,Paramount Pictures,114.0
How Do You Know,PG-13,Comedy,2010,"December 17, 2010 (United States)",5.4,48000.0,James L. Brooks,James L. Brooks,Reese Witherspoon,United States,120000000.0,48668907.0,Columbia Pictures,121.0
Submarine,R,Comedy,2010,"March 18, 2011 (United Kingdom)",7.3,87000.0,Richard Ayoade,Richard Ayoade,Craig Roberts,United Kingdom,,3875173.0,The Weinstein Company,97.0
Tooth Fairy,PG,Comedy,2010,"January 22, 2010 (United States)",5.0,44000.0,Michael Lembeck,Lowell Ganz,Dwayne Johnson,United States,48000000.0,112462508.0,Twentieth Century Fox,101.0
The Switch,PG-13,Comedy,2010,"August 20, 2010 (United States)",6.1,100000.0,Josh Gordon,Jeffrey Eugenides,Jennifer Aniston,United States,19000000.0,49843011.0,Mandate Pictures,101.0
The Way,PG-13,Comedy,2010,"November 19, 2010 (Spain)",7.4,31000.0,Emilio Estevez,Emilio Estevez,Martin Sheen,Spain,,13348704.0,Filmax Entertainment,123.0
Elektra Luxx,R,Comedy,2010,"March 14, 2010 (United States)",5.1,7000.0,Sebastian Gutierrez,Sebastian Gutierrez,Joseph Gordon-Levitt,United States,,11514.0,Gato Negro Films,100.0
Rubber,R,Comedy,2010,"November 10, 2010 (France)",5.8,35000.0,Quentin Dupieux,Quentin Dupieux,Stephen Spinella,France,500000.0,101729.0,Realitism Films,82.0
You Again,PG,Comedy,2010,"September 24, 2010 (United States)",5.8,50000.0,Andy Fickman,Moe Jelline,Kristen Bell,United States,20000000.0,32054369.0,Touchstone Pictures,105.0
Nanny McPhee Returns,PG,Comedy,2010,"August 20, 2010 (United States)",6.1,30000.0,Susanna White,Emma Thompson,Emma Thompson,United Kingdom,35000000.0,93251121.0,Universal Pictures,109.0
When in Rome,PG-13,Comedy,2010,"January 29, 2010 (United States)",5.6,60000.0,Mark Steven Johnson,David Diamond,Kristen Bell,United States,55000000.0,43053376.0,Touchstone Pictures,91.0
Going the Distance,R,Comedy,2010,"September 3, 2010 (United States)",6.3,57000.0,Nanette Burstein,Geoff LaTulippe,Drew Barrymore,United States,32000000.0,42059111.0,New Line Cinema,102.0
Somewhere,R,Comedy,2010,"January 21, 2011 (United States)",6.3,44000.0,Sofia Coppola,Sofia Coppola,Stephen Dorff,United States,7000000.0,14788642.0,Focus Features,97.0
Death at a Funeral,R,Comedy,2010,"April 16, 2010 (United States)",5.7,48000.0,Neil LaBute,Dean Craig,Chris Rock,United States,21000000.0,49050886.0,Screen Gems,92.0
Vampires Suck,PG-13,Comedy,2010,"August 18, 2010 (United States)",3.4,47000.0,Jason Friedberg,Jason Friedberg,Jenn Proske,United States,20000000.0,80547866.0,New Regency Productions,82.0
I'm Still Here,R,Comedy,2010,"September 16, 2010 (Australia)",6.2,22000.0,Casey Affleck,Casey Affleck,Joaquin Phoenix,United States,,626396.0,They Are Going to Kill Us Productions,108.0
Tamara Drewe,R,Comedy,2010,"September 10, 2010 (United Kingdom)",6.2,21000.0,Stephen Frears,Posy Simmonds,Gemma Arterton,United Kingdom,,12037973.0,Ruby Films,107.0
Beginners,R,Comedy,2010,"June 9, 2011 (Germany)",7.2,89000.0,Mike Mills,Mike Mills,Ewan McGregor,United States,3200000.0,14311701.0,Olympus Pictures,105.0
Cyrus,R,Comedy,2010,"July 16, 2010 (United States)",6.3,34000.0,Jay Duplass,Mark Duplass,John C. Reilly,United States,7000000.0,9933873.0,Dune Entertainment III,91.0
The Extra Man,R,Comedy,2010,"January 27, 2011 (Greece)",5.8,4800.0,Shari Springer Berman,Robert Pulcini,Kevin Kline,France,7000000.0,649626.0,3 Arts Entertainment,108.0
Greenberg,R,Comedy,2010,"March 26, 2010 (United States)",6.1,37000.0,Noah Baumbach,Jennifer Jason Leigh,Ben Stiller,United States,,6344112.0,Scott Rudin Productions,107.0
Why Did I Get Married Too?,PG-13,Comedy,2010,"April 2, 2010 (United States)",4.7,9200.0,Tyler Perry,Tyler Perry,Janet Jackson,United States,20000000.0,60673972.0,Lionsgate,121.0
Dirty Girl,R,Comedy,2010,"July 7, 2011 (Thailand)",6.4,10000.0,Abe Sylvia,Abe Sylvia,Juno Temple,United States,4000000.0,143485.0,The Weinstein Company,90.0
The Back-up Plan,PG-13,Comedy,2010,"April 23, 2010 (United States)",5.4,49000.0,Alan Poul,Kate Angelo,Jennifer Lopez,United States,35000000.0,77477008.0,CBS Films,104.0
Little White Lies,Not Rated,Comedy,2010,"October 20, 2010 (Belgium)",7.1,24000.0,Guillaume Canet,Guillaume Canet,Fran̤ois Cluzet,France,,53319615.0,Tr̩sor Films,154.0
Barney's Version,R,Comedy,2010,"February 18, 2011 (United States)",7.3,24000.0,Richard J. Lewis,Mordecai Richler,Paul Giamatti,Italy,30000000.0,12106921.0,Serendipity Point Films,134.0
You Will Meet a Tall Dark Stranger,R,Comedy,2010,"October 22, 2010 (United States)",6.3,44000.0,Woody Allen,Woody Allen,Anthony Hopkins,United States,22000000.0,36015260.0,Mediapro,98.0
Furry Vengeance,PG,Comedy,2010,"April 30, 2010 (United States)",3.8,16000.0,Roger Kumble,Michael Carnes,Brendan Fraser,United Kingdom,35000000.0,36351945.0,Summit Entertainment,92.0
The Tempest,PG-13,Comedy,2010,"January 7, 2011 (Brazil)",5.4,7500.0,Julie Taymor,Julie Taymor,Helen Mirren,United States,20000000.0,405861.0,Miramax,110.0
Henry's Crime,R,Comedy,2010,"January 14, 2011 (United Kingdom)",6.0,19000.0,Malcolm Venville,Sacha Gervasi,Keanu Reeves,United States,12000000.0,2169799.0,Company Films,108.0
The Trip,Not Rated,Comedy,2010,"April 24, 2011 (Greece)",7.0,22000.0,Michael Winterbottom,,Steve Coogan,United Kingdom,,3945217.0,Baby Cow Productions,112.0
The Perfect Host,R,Comedy,2010,"May 7, 2011 (Japan)",6.8,26000.0,Nick Tomnay,Nick Tomnay,David Hyde Pierce,United States,500000.0,453708.0,Stacey Testro International,93.0
Kaboom,Not Rated,Comedy,2010,"October 6, 2010 (France)",5.7,13000.0,Gregg Araki,Gregg Araki,Thomas Dekker,United States,,635162.0,Desperate Pictures,86.0
Bridesmaids,R,Comedy,2011,"May 13, 2011 (United States)",6.8,276000.0,Paul Feig,Kristen Wiig,Kristen Wiig,United States,32500000.0,288383523.0,Universal Pictures,125.0
Midnight in Paris,PG-13,Comedy,2011,"June 10, 2011 (United States)",7.7,398000.0,Woody Allen,Woody Allen,Owen Wilson,Spain,17000000.0,151653750.0,Mediapro,94.0
Just Go with It,PG-13,Comedy,2011,"February 11, 2011 (United States)",6.4,227000.0,Dennis Dugan,Allan Loeb,Adam Sandler,United States,80000000.0,214945591.0,Columbia Pictures,117.0
"Crazy, Stupid, Love.",PG-13,Comedy,2011,"July 29, 2011 (United States)",7.4,487000.0,Glenn Ficarra,Dan Fogelman,Steve Carell,United States,50000000.0,145051197.0,Carousel Productions (II),118.0
No Strings Attached,R,Comedy,2011,"January 21, 2011 (United States)",6.2,219000.0,Ivan Reitman,Elizabeth Meriwether,Natalie Portman,United States,25000000.0,149228077.0,Paramount Pictures,108.0
Friends with Benefits,R,Comedy,2011,"July 22, 2011 (United States)",6.5,348000.0,Will Gluck,Keith Merryman,Mila Kunis,United States,35000000.0,149542245.0,Screen Gems,109.0
Bad Teacher,R,Comedy,2011,"June 24, 2011 (United States)",5.6,196000.0,Jake Kasdan,Gene Stupnitsky,Cameron Diaz,United States,20000000.0,216197492.0,Columbia Pictures,92.0
Horrible Bosses,R,Comedy,2011,"July 8, 2011 (United States)",6.8,428000.0,Seth Gordon,Michael Markowitz,Jason Bateman,United States,35000000.0,209838559.0,New Line Cinema,98.0
We Bought a Zoo,PG,Comedy,2011,"December 23, 2011 (United States)",7.1,138000.0,Cameron Crowe,Aline Brosh McKenna,Matt Damon,United States,50000000.0,120081841.0,Twentieth Century Fox,124.0
Larry Crowne,PG-13,Comedy,2011,"July 1, 2011 (United States)",6.1,65000.0,Tom Hanks,Tom Hanks,Tom Hanks,United States,30000000.0,75055070.0,Universal Pictures,98.0
10 Years,PG-13,Comedy,2011,"October 5, 2012 (United States)",6.1,25000.0,Jamie Linden,Jamie Linden,Channing Tatum,United States,,285984.0,Anchor Bay Films,100.0
The Change-Up,R,Comedy,2011,"August 5, 2011 (United States)",6.3,172000.0,David Dobkin,Jon Lucas,Jason Bateman,United States,52000000.0,75450437.0,Universal Pictures,112.0
50/50,R,Comedy,2011,"September 30, 2011 (United States)",7.6,320000.0,Jonathan Levine,Will Reiser,Joseph Gordon-Levitt,United States,8000000.0,41097853.0,Summit Entertainment,100.0
The Descendants,R,Comedy,2011,"December 9, 2011 (United States)",7.3,235000.0,Alexander Payne,Alexander Payne,George Clooney,United States,20000000.0,177243185.0,Fox Searchlight Pictures,115.0
Footloose,PG-13,Comedy,2011,"October 14, 2011 (United States)",5.9,47000.0,Craig Brewer,Dean Pitchford,Kenny Wormald,United States,24000000.0,63543328.0,Paramount Pictures,113.0
Zindagi Na Milegi Dobara,Not Rated,Comedy,2011,"July 15, 2011 (India)",8.2,71000.0,Zoya Akhtar,Farhan Akhtar,Hrithik Roshan,India,,5192743.0,Eros Worldwide,155.0
Jack and Jill,PG,Comedy,2011,"November 11, 2011 (United States)",3.3,80000.0,Dennis Dugan,Ben Zook,Adam Sandler,United States,79000000.0,149673788.0,Columbia Pictures,91.0
Zookeeper,PG,Comedy,2011,"July 8, 2011 (United States)",5.2,59000.0,Frank Coraci,Nick Bakay,Kevin James,United States,80000000.0,169852759.0,Columbia Pictures,102.0
The Hangover Part II,R,Comedy,2011,"May 26, 2011 (United States)",6.4,472000.0,Todd Phillips,Craig Mazin,Bradley Cooper,United States,80000000.0,586764305.0,Warner Bros.,102.0
Hall Pass,R,Comedy,2011,"February 25, 2011 (United States)",5.8,121000.0,Bobby Farrelly,Pete Jones,Owen Wilson,United States,36000000.0,86157237.0,New Line Cinema,105.0
The Best Exotic Marigold Hotel,PG-13,Comedy,2011,"May 25, 2012 (United States)",7.3,92000.0,John Madden,Ol Parker,Judi Dench,United Kingdom,10000000.0,136836272.0,Blueprint Pictures,124.0
The Sitter,R,Comedy,2011,"December 9, 2011 (United States)",5.7,69000.0,David Gordon Green,Brian Gatewood,Jonah Hill,United States,25000000.0,34942188.0,Twentieth Century Fox,81.0
Take Me Home Tonight,R,Comedy,2011,"March 4, 2011 (United States)",6.3,52000.0,Michael Dowse,Jackie Filgo,Topher Grace,United States,23000000.0,7550073.0,Rogue Pictures,97.0
Fright Night,R,Comedy,2011,"August 19, 2011 (United States)",6.4,101000.0,Craig Gillespie,Marti Noxon,Anton Yelchin,United States,30000000.0,41002607.0,Dreamworks Pictures,106.0
The Artist,PG-13,Comedy,2011,"January 20, 2012 (United States)",7.9,234000.0,Michel Hazanavicius,Michel Hazanavicius,Jean Dujardin,France,15000000.0,133432856.0,Studio 37,100.0
Something Borrowed,PG-13,Comedy,2011,"May 6, 2011 (United States)",5.9,59000.0,Luke Greenfield,Jennie Snyder Urman,Ginnifer Goodwin,United States,35000000.0,65100369.0,Alcon Entertainment,112.0
The Inbetweeners,R,Comedy,2011,"August 17, 2011 (United Kingdom)",6.7,80000.0,Ben Palmer,Iain Morris,James Buckley,United Kingdom,,88823111.0,Film4,97.0
Bucky Larson: Born to Be a Star,R,Comedy,2011,"September 9, 2011 (United States)",3.2,12000.0,Tom Brady,Adam Sandler,Nick Swardson,United States,10000000.0,2530394.0,Columbia Pictures,97.0
Carnage,R,Comedy,2011,"November 18, 2011 (Spain)",7.2,122000.0,Roman Polanski,Yasmina Reza,Jodie Foster,France,25000000.0,30722632.0,SBS Productions,80.0
The Guard,R,Comedy,2011,"July 7, 2011 (Ireland)",7.3,83000.0,John Michael McDonagh,John Michael McDonagh,Brendan Gleeson,Ireland,6000000.0,19561904.0,Reprisal Films,96.0
Young Adult,R,Comedy,2011,"December 16, 2011 (United States)",6.3,82000.0,Jason Reitman,Diablo Cody,Charlize Theron,United States,12000000.0,22939027.0,Paramount Pictures,94.0
What's Your Number?,R,Comedy,2011,"September 30, 2011 (United States)",6.1,74000.0,Mark Mylod,Karyn Bosnak,Anna Faris,United States,20000000.0,30426096.0,New Regency Productions,106.0
Butter,R,Comedy,2011,"October 18, 2012 (Russia)",6.2,21000.0,Jim Field Smith,Jason A. Micallef,Jennifer Garner,United States,,175706.0,Hurwitz Creative,90.0
The Rum Diary,R,Comedy,2011,"October 28, 2011 (United States)",6.2,100000.0,Bruce Robinson,Bruce Robinson,Johnny Depp,United States,45000000.0,30134958.0,GK Films,119.0
Salmon Fishing in the Yemen,PG-13,Comedy,2011,"April 20, 2012 (United Kingdom)",6.8,63000.0,Lasse Hallstr̦m,Simon Beaufoy,Ewan McGregor,United Kingdom,,34564651.0,UK Film Council,107.0
New Year's Eve,PG-13,Comedy,2011,"December 9, 2011 (United States)",5.7,83000.0,Garry Marshall,Katherine Fugate,Sarah Jessica Parker,United States,56000000.0,142044638.0,New Line Cinema,118.0
Goon,R,Comedy,2011,"February 24, 2012 (Canada)",6.8,85000.0,Michael Dowse,Jay Baruchel,Seann William Scott,United States,,6985158.0,No Trace Camping,92.0
Our Idiot Brother,R,Comedy,2011,"August 26, 2011 (United States)",6.4,85000.0,Jesse Peretz,Jesse Peretz,Paul Rudd,United States,5000000.0,25804448.0,Big Beach Films,90.0
The Big Year,PG,Comedy,2011,"October 14, 2011 (United States)",6.2,43000.0,David Frankel,Howard Franklin,Owen Wilson,United States,41000000.0,8179416.0,Fox 2000 Pictures,100.0
Your Sister's Sister,R,Comedy,2011,"June 29, 2012 (United Kingdom)",6.7,27000.0,Lynn Shelton,Lynn Shelton,Mark Duplass,United States,125000.0,3242802.0,Ada Films,90.0
Mr. Popper's Penguins,PG,Comedy,2011,"June 17, 2011 (United States)",6.0,91000.0,Mark Waters,Sean Anders,Jim Carrey,United States,55000000.0,187361754.0,Twentieth Century Fox,94.0
Take This Waltz,R,Comedy,2011,"July 6, 2012 (Canada)",6.6,28000.0,Sarah Polley,Sarah Polley,Michelle Williams,Canada,,4965950.0,Joe's Daughter,116.0
A Good Old Fashioned Orgy,R,Comedy,2011,"October 27, 2011 (Russia)",6.1,22000.0,Alex Gregory,Alex Gregory,Jason Sudeikis,United States,,1378947.0,Endgame Entertainment,95.0
Win Win,R,Comedy,2011,"April 15, 2011 (United States)",7.1,53000.0,Tom McCarthy,Tom McCarthy,Paul Giamatti,United States,,11789613.0,Fox Searchlight Pictures,106.0
The Dilemma,PG-13,Comedy,2011,"January 14, 2011 (United States)",5.3,53000.0,Ron Howard,Allan Loeb,Vince Vaughn,United States,70000000.0,69721966.0,Universal Pictures,111.0
Pitch Perfect,PG-13,Comedy,2012,"October 5, 2012 (United States)",7.1,285000.0,Jason Moore,Kay Cannon,Anna Kendrick,United States,17000000.0,115350426.0,Brownstone Productions (II),112.0
This Is 40,R,Comedy,2012,"December 21, 2012 (United States)",6.2,132000.0,Judd Apatow,Judd Apatow,Paul Rudd,United States,35000000.0,88215156.0,Apatow Productions,134.0
Moonrise Kingdom,PG-13,Comedy,2012,"June 29, 2012 (United States)",7.8,327000.0,Wes Anderson,Wes Anderson,Jared Gilman,United States,16000000.0,68264022.0,Indian Paintbrush,94.0
Silver Linings Playbook,R,Comedy,2012,"December 25, 2012 (United States)",7.7,675000.0,David O. Russell,David O. Russell,Bradley Cooper,United States,21000000.0,236412453.0,The Weinstein Company,122.0
Ted,R,Comedy,2012,"June 29, 2012 (United States)",6.9,580000.0,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg,United States,50000000.0,549368315.0,Universal Pictures,106.0
That's My Boy,R,Comedy,2012,"June 15, 2012 (United States)",5.5,94000.0,Sean Anders,David Caspe,Adam Sandler,United States,70000000.0,57719093.0,Columbia Pictures,116.0
Dark Shadows,PG-13,Comedy,2012,"May 11, 2012 (United States)",6.2,252000.0,Tim Burton,Seth Grahame-Smith,Johnny Depp,United States,150000000.0,245527149.0,Warner Bros.,113.0
Magic Mike,R,Comedy,2012,"June 29, 2012 (United States)",6.1,134000.0,Steven Soderbergh,Reid Carolin,Channing Tatum,United States,7000000.0,167739961.0,Iron Horse Entertainment (II),110.0
Piranha 3DD,R,Comedy,2012,"July 14, 2012 (Japan)",3.7,41000.0,John Gulager,Patrick Melton,Danielle Panabaker,United States,5000000.0,8518634.0,Dimension Films,83.0
Project X,R,Comedy,2012,"March 2, 2012 (United States)",6.6,193000.0,Nima Nourizadeh,Matt Drake,Thomas Mann,United States,12000000.0,102731865.0,Green Hat Films,88.0
American Reunion,R,Comedy,2012,"April 6, 2012 (United States)",6.7,206000.0,Jon Hurwitz,Jon Hurwitz,Jason Biggs,United States,50000000.0,234989584.0,Universal Pictures,113.0
Wanderlust,R,Comedy,2012,"February 24, 2012 (United States)",5.6,74000.0,David Wain,David Wain,Jennifer Aniston,United States,,23812816.0,A Hot Dog,98.0
Seven Psychopaths,R,Comedy,2012,"October 12, 2012 (United States)",7.2,246000.0,Martin McDonagh,Martin McDonagh,Colin Farrell,United Kingdom,15000000.0,32226382.0,CBS Films,110.0
Rock of Ages,PG-13,Comedy,2012,"June 15, 2012 (United States)",5.9,75000.0,Adam Shankman,Justin Theroux,Julianne Hough,United States,75000000.0,59418613.0,New Line Cinema,123.0
The Dictator,R,Comedy,2012,"May 16, 2012 (United States)",6.4,286000.0,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,United States,65000000.0,179379533.0,Paramount Pictures,83.0
The Watch,R,Comedy,2012,"July 27, 2012 (United States)",5.7,123000.0,Akiva Schaffer,Jared Stern,Ben Stiller,United States,68000000.0,68267862.0,Twentieth Century Fox,102.0
Safety Not Guaranteed,R,Comedy,2012,"June 15, 2012 (Canada)",7.0,122000.0,Colin Trevorrow,Derek Connolly,Aubrey Plaza,United States,750000.0,4424699.0,FilmDistrict,86.0
Frances Ha,R,Comedy,2012,"August 23, 2013 (Brazil)",7.5,78000.0,Noah Baumbach,Noah Baumbach,Greta Gerwig,United States,,9058065.0,Pine District Pictures,86.0
The Five-Year Engagement,R,Comedy,2012,"April 27, 2012 (United States)",6.2,96000.0,Nicholas Stoller,Jason Segel,Jason Segel,United States,30000000.0,54169363.0,Universal Pictures,124.0
The Three Stooges,PG,Comedy,2012,"April 13, 2012 (United States)",5.1,30000.0,Bobby Farrelly,Mike Cerrone,Sean Hayes,United States,30000000.0,54819301.0,Twentieth Century Fox,92.0
Think Like a Man,PG-13,Comedy,2012,"April 20, 2012 (United States)",6.5,45000.0,Tim Story,Keith Merryman,Chris Brown,United States,12000000.0,96070507.0,Screen Gems,122.0
LOL,PG-13,Comedy,2012,"March 1, 2012 (Singapore)",4.4,54000.0,Lisa Azuelos,Lisa Azuelos,Miley Cyrus,United States,11000000.0,10578643.0,Double Feature Films,97.0
The First Time,PG-13,Comedy,2012,"February 7, 2013 (Russia)",6.8,68000.0,Jonathan Kasdan,Jonathan Kasdan,Dylan O'Brien,United States,2000000.0,92654.0,Samuel Goldwyn Films,95.0
Ruby Sparks,R,Comedy,2012,"September 6, 2012 (Portugal)",7.2,97000.0,Jonathan Dayton,Zoe Kazan,Paul Dano,United States,8000000.0,9368803.0,Fox Searchlight Pictures,104.0
Stuck in Love.,R,Comedy,2012,"May 2, 2013 (Israel)",7.2,85000.0,Josh Boone,Josh Boone,Greg Kinnear,United States,,977671.0,Informant Media,97.0
The Brass Teapot,R,Comedy,2012,"April 15, 2013 (United States)",6.4,15000.0,Ramaa Mosley,Tim Macy,Juno Temple,United States,900000.0,245027.0,Atlantic Pictures (II),101.0
What to Expect When You're Expecting,PG-13,Comedy,2012,"May 18, 2012 (United States)",5.7,71000.0,Kirk Jones,Shauna Cross,Cameron Diaz,United States,40000000.0,84384002.0,Lionsgate,110.0
John Dies at the End,R,Comedy,2012,"December 27, 2012 (United States)",6.4,37000.0,Don Coscarelli,Don Coscarelli,Chase Williamson,United States,,141951.0,M3 Alliance,99.0
To Rome with Love,R,Comedy,2012,"July 6, 2012 (United States)",6.3,86000.0,Woody Allen,Woody Allen,Woody Allen,United States,,73244881.0,Medusa Film,112.0
The Giant Mechanical Man,PG-13,Comedy,2012,"April 27, 2012 (United States)",6.7,9800.0,Lee Kirk,Lee Kirk,Jenna Fischer,United States,,7396.0,Votiv Films,94.0
The Campaign,R,Comedy,2012,"August 10, 2012 (United States)",6.1,126000.0,Jay Roach,Chris Henchy,Will Ferrell,United States,95000000.0,104907746.0,Warner Bros.,85.0
The Guilt Trip,PG-13,Comedy,2012,"December 19, 2012 (United States)",5.7,36000.0,Anne Fletcher,Dan Fogelman,Barbra Streisand,United States,40000000.0,41863726.0,Paramount Pictures,95.0
Stand Up Guys,R,Comedy,2012,"February 1, 2013 (United States)",6.5,54000.0,Fisher Stevens,Noah Haidle,Al Pacino,United States,15000000.0,5072654.0,Lionsgate,95.0
Thanks for Sharing,R,Comedy,2012,"September 14, 2013 (Denmark)",6.4,27000.0,Stuart Blumberg,Stuart Blumberg,Mark Ruffalo,United States,,3499442.0,Class 5 Films,112.0
